user_course_id,user_id,course_id,status,progress,enrolled_at,completed_at,score
159,15,560662,undertaken,100.0,2024-04-13 12:22:21,2024-05-16 12:22:21,95.0
160,93,1120554,undertaken,100.0,2024-09-20 07:07:43,2024-11-13 07:07:43,59.0
161,93,62721,undertaken,100.0,2024-03-21 20:12:53,2024-06-02 20:12:53,63.0
162,93,595876,undertaken,100.0,2024-07-03 04:29:54,2024-09-12 04:29:54,72.0
163,65,1046722,undertaken,100.0,2024-02-19 07:49:59,2024-04-30 07:49:59,81.0
164,65,573064,undertaken,100.0,2024-04-18 16:29:50,2024-04-27 16:29:50,65.0
166,41,58977,assigned,100.0,2024-07-23 00:38:02,2024-08-15 00:38:02,70.0
167,41,794151,undertaken,100.0,2024-08-07 20:27:46,2024-11-12 20:27:46,75.0
168,41,719698,undertaken,100.0,2024-03-26 22:25:25,2024-04-23 22:25:25,65.0
169,78,94428,undertaken,100.0,2024-09-14 05:03:37,2024-12-13 05:03:37,90.0
170,78,889438,undertaken,100.0,2024-05-29 17:41:48,2024-08-16 17:41:48,68.0
171,78,785388,undertaken,100.0,2023-12-24 17:18:55,2024-01-22 17:18:55,54.0
172,99,975046,undertaken,100.0,2024-07-16 10:33:34,2024-10-04 10:33:34,73.0
173,99,192870,assigned,100.0,2024-04-06 22:49:41,2024-05-05 22:49:41,53.0
174,99,1113822,assigned,100.0,2024-03-22 22:54:36,2024-04-30 22:54:36,86.0
175,20,19603,assigned,100.0,2024-08-26 16:53:17,2024-11-08 16:53:17,95.0
176,20,785388,assigned,100.0,2024-07-06 14:09:57,2024-07-16 14:09:57,63.0
177,20,1089744,undertaken,100.0,2024-05-10 19:25:29,2024-07-10 19:25:29,93.0
178,80,729464,undertaken,100.0,2023-10-16 09:25:12,2024-01-19 09:25:12,79.0
179,80,560662,assigned,100.0,2024-07-16 23:47:43,2024-08-20 23:47:43,90.0
180,80,837722,assigned,100.0,2023-11-25 05:41:05,2024-02-05 05:41:05,88.0
181,68,592338,undertaken,100.0,2024-05-09 22:26:27,2024-08-09 22:26:27,54.0
182,68,1113822,undertaken,100.0,2023-12-06 14:14:34,2023-12-12 14:14:34,95.0
183,68,564966,assigned,100.0,2024-03-23 00:33:38,2024-06-02 00:33:38,56.0
184,82,975046,undertaken,100.0,2024-09-05 07:08:26,2024-10-03 07:08:26,51.0
185,82,1006314,undertaken,100.0,2024-04-25 18:42:15,2024-05-20 18:42:15,66.0
186,82,1167710,assigned,100.0,2023-10-18 01:50:38,2023-11-08 01:50:38,78.0
187,13,874012,assigned,100.0,2024-04-03 02:21:42,2024-05-09 02:21:42,68.0
188,13,820194,undertaken,100.0,2023-11-19 02:24:50,2024-02-07 02:24:50,91.0
189,13,1216132,assigned,100.0,2023-12-30 17:53:42,2024-01-22 17:53:42,81.0
190,60,1216132,undertaken,100.0,2024-08-05 23:18:07,2024-11-11 23:18:07,77.0
191,60,590794,assigned,100.0,2024-08-05 20:23:56,2024-09-09 20:23:56,97.0
192,60,62721,undertaken,100.0,2024-09-24 10:27:14,2024-10-14 10:27:14,75.0
193,51,1261122,assigned,100.0,2024-04-21 09:12:42,2024-07-18 09:12:42,76.0
194,51,1181578,undertaken,100.0,2023-10-24 10:43:02,2024-01-14 10:43:02,87.0
195,51,820194,assigned,100.0,2023-12-21 15:11:22,2024-01-16 15:11:22,53.0
196,31,1120554,assigned,100.0,2024-03-22 03:32:29,2024-04-01 03:32:29,51.0
197,31,1197206,undertaken,100.0,2024-03-28 20:35:12,2024-06-15 20:35:12,56.0
198,31,595876,assigned,100.0,2024-09-25 12:58:38,2024-10-26 12:58:38,90.0
199,89,739964,assigned,100.0,2023-12-23 07:06:35,2024-03-01 07:06:35,66.0
200,89,719698,assigned,100.0,2024-02-12 00:55:25,2024-04-10 00:55:25,65.0
201,89,1196544,assigned,100.0,2023-11-11 21:53:43,2024-02-13 21:53:43,71.0
202,61,643970,assigned,100.0,2024-04-20 19:27:59,2024-06-24 19:27:59,66.0
203,61,1200374,assigned,100.0,2024-03-08 21:23:49,2024-05-05 21:23:49,57.0
205,50,631416,undertaken,100.0,2023-11-15 19:01:11,2024-02-04 19:01:11,77.0
206,50,149728,undertaken,100.0,2024-03-22 02:12:15,2024-06-20 02:12:15,84.0
207,50,517366,assigned,100.0,2023-12-31 11:32:14,2024-01-10 11:32:14,54.0
208,81,874012,assigned,100.0,2023-10-16 19:45:25,2024-01-07 19:45:25,75.0
209,81,573064,undertaken,100.0,2024-08-21 02:46:41,2024-11-01 02:46:41,57.0
210,81,1120554,undertaken,100.0,2023-12-21 20:37:27,2024-01-01 20:37:27,51.0
211,30,749542,undertaken,100.0,2024-02-29 15:20:35,2024-05-27 15:20:35,76.0
212,30,1197206,assigned,100.0,2024-02-25 22:04:51,2024-03-27 22:04:51,78.0
213,30,573064,undertaken,100.0,2024-09-23 17:59:02,2024-12-19 17:59:02,97.0
214,77,1197206,undertaken,100.0,2024-08-04 22:33:52,2024-10-17 22:33:52,99.0
215,77,1219520,undertaken,100.0,2024-05-31 05:36:12,2024-08-17 05:36:12,90.0
216,77,1216132,undertaken,100.0,2024-07-04 14:28:08,2024-08-13 14:28:08,74.0
217,57,696630,assigned,100.0,2024-01-12 12:35:47,2024-02-13 12:35:47,74.0
218,57,643970,assigned,100.0,2024-07-07 13:11:10,2024-10-02 13:11:10,58.0
220,34,317278,undertaken,100.0,2024-03-31 09:12:35,2024-06-07 09:12:35,99.0
221,34,1219520,assigned,100.0,2024-01-15 14:02:47,2024-02-22 14:02:47,85.0
222,34,62721,undertaken,100.0,2023-11-29 23:02:14,2024-02-27 23:02:14,81.0
223,42,661814,undertaken,100.0,2024-07-28 15:08:12,2024-10-21 15:08:12,88.0
224,42,1048302,undertaken,100.0,2024-05-01 20:24:42,2024-05-18 20:24:42,92.0
225,42,801486,assigned,100.0,2024-08-05 02:52:32,2024-10-25 02:52:32,55.0
226,6,1253224,undertaken,100.0,2024-07-20 12:12:49,2024-08-14 12:12:49,98.0
227,6,195576,undertaken,100.0,2024-02-24 18:18:13,2024-05-02 18:18:13,78.0
228,6,801486,assigned,100.0,2024-07-01 13:06:11,2024-08-13 13:06:11,76.0
229,47,785388,undertaken,100.0,2024-09-24 09:38:06,2024-11-02 09:38:06,52.0
230,47,920306,assigned,100.0,2024-07-08 17:52:14,2024-09-10 17:52:14,96.0
231,47,8325,undertaken,100.0,2024-08-24 08:15:12,2024-09-06 08:15:12,59.0
232,11,1094964,undertaken,100.0,2024-07-05 21:04:17,2024-09-27 21:04:17,80.0
233,11,94428,undertaken,100.0,2024-03-09 05:05:55,2024-05-17 05:05:55,89.0
235,75,8325,undertaken,100.0,2024-08-25 17:55:33,2024-09-02 17:55:33,94.0
236,75,94428,undertaken,100.0,2023-10-16 07:37:09,2023-11-12 07:37:09,70.0
237,75,965528,assigned,100.0,2023-10-27 04:07:00,2023-12-05 04:07:00,61.0
238,86,8325,undertaken,100.0,2023-10-26 21:03:33,2023-12-17 21:03:33,60.0
239,86,920306,assigned,100.0,2024-03-07 11:45:27,2024-05-19 11:45:27,97.0
240,86,1089744,assigned,100.0,2023-12-16 06:13:19,2024-02-03 06:13:19,62.0
241,29,1210588,assigned,100.0,2024-10-03 14:55:46,2024-10-11 14:55:46,76.0
242,29,794151,assigned,100.0,2023-12-06 12:21:08,2024-03-04 12:21:08,68.0
243,29,1070968,undertaken,100.0,2023-10-25 11:43:26,2023-11-03 11:43:26,79.0
244,71,961630,assigned,100.0,2024-10-01 22:31:27,2024-12-18 22:31:27,87.0
245,71,1200374,assigned,100.0,2024-09-18 00:00:23,2024-10-30 00:00:23,59.0
246,71,837722,undertaken,100.0,2023-11-30 08:10:36,2024-02-21 08:10:36,93.0
247,69,58977,undertaken,100.0,2024-02-13 21:34:05,2024-04-26 21:34:05,85.0
248,69,476268,assigned,100.0,2023-11-04 01:31:57,2024-01-17 01:31:57,71.0
249,69,564966,undertaken,100.0,2023-11-10 23:46:05,2024-01-20 23:46:05,50.0
250,33,719698,undertaken,100.0,2024-02-14 20:52:57,2024-05-21 20:52:57,75.0
251,33,1196544,undertaken,100.0,2024-06-07 19:08:58,2024-09-15 19:08:58,74.0
252,33,1167710,undertaken,100.0,2023-12-03 19:11:53,2024-02-16 19:11:53,87.0
253,98,749542,undertaken,100.0,2023-12-16 04:56:10,2024-01-21 04:56:10,57.0
254,98,62721,assigned,100.0,2024-03-23 23:21:12,2024-06-30 23:21:12,56.0
255,98,1120554,assigned,100.0,2024-10-04 08:18:23,2024-12-13 08:18:23,81.0
256,5,1219520,assigned,100.0,2024-07-03 17:56:39,2024-09-19 17:56:39,91.0
257,5,1145736,assigned,100.0,2024-02-08 22:30:27,2024-02-19 22:30:27,72.0
258,5,590794,assigned,100.0,2023-11-03 03:48:19,2024-01-27 03:48:19,55.0
259,53,640496,undertaken,100.0,2024-02-03 20:35:35,2024-05-04 20:35:35,50.0
260,53,101498,undertaken,100.0,2024-07-23 22:56:11,2024-09-09 22:56:11,75.0
262,97,642410,assigned,100.0,2024-07-12 01:26:41,2024-08-12 01:26:41,52.0
263,97,1089744,undertaken,100.0,2024-05-08 08:12:28,2024-08-05 08:12:28,64.0
264,97,19603,assigned,100.0,2023-10-25 06:19:33,2023-11-19 06:19:33,74.0
265,70,544234,undertaken,100.0,2023-10-20 15:49:25,2023-12-01 15:49:25,67.0
266,70,149728,assigned,100.0,2024-01-12 14:12:45,2024-02-01 14:12:45,75.0
267,70,696630,assigned,100.0,2024-05-31 05:12:20,2024-08-07 05:12:20,93.0
268,67,476268,undertaken,100.0,2024-01-05 18:44:08,2024-02-25 18:44:08,93.0
269,67,592338,assigned,100.0,2023-12-31 00:51:27,2024-03-28 00:51:27,80.0
270,67,719698,undertaken,100.0,2024-02-16 02:52:04,2024-04-30 02:52:04,58.0
271,59,505208,undertaken,100.0,2024-06-28 17:47:49,2024-08-15 17:47:49,81.0
272,59,1094964,undertaken,100.0,2024-04-17 19:53:56,2024-05-23 19:53:56,97.0
273,59,159070,assigned,100.0,2024-07-02 19:26:53,2024-08-10 19:26:53,84.0
274,45,642410,undertaken,100.0,2024-04-17 15:04:12,2024-06-18 15:04:12,54.0
275,45,965528,undertaken,100.0,2024-01-03 22:03:27,2024-03-03 22:03:27,54.0
277,38,1181578,assigned,100.0,2024-09-26 07:59:15,2024-11-17 07:59:15,51.0
278,38,1261122,assigned,100.0,2024-09-20 18:28:15,2024-10-25 18:28:15,97.0
279,38,595876,assigned,100.0,2024-03-29 01:40:54,2024-04-11 01:40:54,64.0
280,91,1011058,assigned,100.0,2024-04-30 14:18:17,2024-06-04 14:18:17,56.0
281,91,1196544,assigned,100.0,2023-11-22 11:19:13,2024-01-12 11:19:13,92.0
282,91,739964,assigned,100.0,2024-02-26 23:21:17,2024-05-18 23:21:17,99.0
283,25,920306,assigned,100.0,2023-12-07 08:27:16,2024-01-27 08:27:16,83.0
284,25,8325,assigned,100.0,2024-10-05 07:12:48,2024-11-25 07:12:48,81.0
285,25,785388,undertaken,100.0,2024-07-06 19:30:45,2024-08-28 19:30:45,83.0
286,88,1120554,assigned,100.0,2023-11-06 20:35:27,2024-01-26 20:35:27,57.0
287,88,1145736,undertaken,100.0,2024-04-25 16:14:26,2024-07-25 16:14:26,97.0
288,88,595876,undertaken,100.0,2024-02-18 06:53:17,2024-05-09 06:53:17,82.0
289,74,643970,assigned,100.0,2024-02-16 11:14:37,2024-05-24 11:14:37,50.0
291,74,729464,assigned,100.0,2024-07-20 21:28:26,2024-07-28 21:28:26,88.0
292,9,1070968,undertaken,100.0,2024-03-25 00:24:35,2024-04-16 00:24:35,83.0
293,9,719698,assigned,100.0,2024-01-28 05:49:45,2024-04-30 05:49:45,73.0
295,18,785388,assigned,100.0,2024-03-04 03:07:57,2024-03-07 03:07:57,74.0
296,18,642410,assigned,100.0,2024-02-13 14:19:58,2024-05-11 14:19:58,56.0
297,18,1146014,undertaken,100.0,2024-07-14 07:08:48,2024-09-09 07:08:48,90.0
298,79,1086834,assigned,100.0,2024-09-27 02:07:12,2024-10-18 02:07:12,87.0
299,79,987064,undertaken,100.0,2024-03-05 07:07:26,2024-04-07 07:07:26,61.0
300,79,785388,undertaken,100.0,2024-09-23 11:33:02,2024-12-07 11:33:02,76.0
